id,release_id,information_system,information_institution,information_storage_vendor,information_filesystem_type,information_client_nodes,information_client_total_procs,io500_score,io500_bw,io500_md,io500_tot_iops,information_data,information_10_node_challenge,information_list_name,information_identifier,information_submitter,information_submission_date,information_embargo_end_date,information_storage_install_date,information_storage_refresh_date,information_filesystem_name,information_filesystem_version,information_client_procs_per_node,information_client_operating_system,information_client_operating_system_version,information_client_kernel_version,information_md_nodes,information_md_storage_devices,information_md_storage_type,information_md_volatile_memory_capacity,information_md_storage_interface,information_md_network,information_md_software_version,information_md_operating_system_version,information_ds_nodes,information_ds_storage_devices,information_ds_storage_type,information_ds_volatile_memory_capacity,information_ds_storage_interface,information_ds_network,information_ds_software_version,information_ds_operating_system_version,information_note,information_best,ior_easy_write,ior_easy_read,ior_hard_write,ior_hard_read,mdtest_easy_write,mdtest_easy_stat,mdtest_easy_delete,mdtest_hard_write,mdtest_hard_read,mdtest_hard_stat,mdtest_hard_delete,find_easy,find_hard,marker_score,marker_md,storage_data,status,include_in_io500,valid_from,valid_to
118,SC19,Weka,"Janelia Research Campus, HHMI",Weka.io,,10,480,25.860000,7.750000,86.290000,65.090000,zip,,sc19,2019-11-39,"Scientific Computing Systems",7/17/19,,3/7/2019,,,3.3.3,48,"Scientific Linux",7.6,3.10.0-957.5.1.el7.x86_64,,,,,,,,,20,80,"NVMe SSD",,NVMe,100GbE,,7.6,,,12.14000,11.89,3.83,6.52,37.32,798.52,39.44,3.69,208.37,856.36,3.73,1068,,,,-,VALID,,7/17/19,
119,SC19,Weka,"Janelia Research Campus, HHMI",Weka.io,,10,480,25.460000,7.650000,84.690000,64.010000,zip,,sc19,2019-11-23,"Scientific Computing Systems",7/17/19,,3/7/2019,,,3.3.3,48,"Scientific Linux",7.6,3.10.0-957.5.1.el7.x86_64,,,,,,,,,20,80,"NVMe SSD",,NVMe,100GbE,,7.6,,,11.91000,12.00,3.67,6.53,40.18,819.01,39.44,3.96,204.53,771.57,3.72,879,,,,-,VALID,,7/17/19,
120,SC19,weka,"Janelia Research Campus, HHMI",WekaIO,wekaio,10,400,24.700000,16.320000,37.370000,47.760000,zip,,sc19,2019-11-25,"Janelia Scientific Computing Systems",11/4/19,,2/2019,,wekafs,3.4.6,40,Scientific-Linux,7.7,3.10.0-957.10.1.el7.x86_64,,,,,,,,,20,4,NVMe-SSD,96GB,NVMe,Ethernet,3.4.6,,,,21.65000,17.85,7.28,25.19,22.12,1594.65,21.55,3.89,28.65,11.68,3.63,1059,,,,-,VALID,1,11/4/19,
448,SC19,Weka,"Janelia Research Campus, HHMI",WekaIO,wekaio,10,400,24.700000,16.320000,37.370000,47.760000,zip,,-,2019-11-25,"Janelia Scientific Computing Systems",11/4/19,,2/2019,,wekafs,3.4.6,40,Scientific-Linux,7.7,3.10.0-957.10.1.el7.x86_64,,,,,,,,,20,4,NVMe-SSD,96GB,NVMe,Ethernet,3.4.6,,,,21.65000,17.85,7.28,25.19,22.12,1594.65,21.55,3.89,28.65,11.68,3.63,,,-,-,-,VALID,1,11/4/19,
124,SC19,"Palmetto Burstbuffer","Clemson University",AdvancedHPC,BeeGFS,10,120,21.550000,12.970000,35.800000,42.990000,zip,,sc19,2019-11-34,"Clemson University ACI",11/1/19,,2019-05-01,,burstbuffer,7.1.3,12,"Oracle Linux",7.6,4.1.12-103.9.4.el7uek.x86_64,4,2,NVMe,512GB,NVMe,EDR,7.1.3,7.7,4,24,NVMe,512GB,NVMe,EDR,7.1.3,7.7,,,20.87000,29.59,3.51,13.06,34.39,190.59,48.81,3.91,15.52,55.58,2.61,957,,,,-,VALID,1,11/1/19,
131,SC19,Sherlock/Fir,Stanford,"Dell, QCT, HGST",Lustre,10,240,18.250000,5.230000,63.740000,46.640000,zip,,sc19,2019-11-28,"Stanford Research Computing Center",11/8/19,,2019-02-05,2019-10-16,Fir,2.12.3,24,CentOS,7.6,3.10.0-957.27.2.el7.x86_64,4,1,SSD,18TB,SAS,IB-HDR,2.12.3,7.6,16,96,NLSAS,0,SAS,IB-HDR,2.12.3,7.6,,,25.01000,23.23,0.56,2.29,84.52,354.37,52.55,20.93,40.98,34.23,12.39,475,,,,-,VALID,,11/8/19,
132,SC19,Weka,"Janelia Research Campus, HHMI",Weka.io,,10,480,18.070000,7.750000,42.120000,40.360000,zip,,sc19,2019-11-47,"Scientific Computing Systems",7/17/19,,3/7/2019,,,3.3.3,48,"Scientific Linux",7.6,3.10.0-957.5.1.el7.x86_64,,,,,,,,,20,80,"NVMe SSD",,NVMe,100GbE,,7.6,,,11.84000,11.87,3.98,6.47,38.86,761.30,38.88,3.92,32.92,25.68,3.68,707,,,,-,VALID,,7/17/19,
138,SC19,BEAR-AI,"University of Birmingham",DDN,"Spectrum Scale",10,80,15.390000,2.740000,86.480000,46.090000,zip,,sc19,2019-11-51,"Simon Thompson",11/10/19,,2019-04-01,2019-04-01,/ai,5.0.3.3,8,RHEL,7.6,4.14.0-115.7.1.el7a.ppc64le,,,,,,,,,4,20,NVMe,96GB,NVMe,Infiniband,5.0.2.3,"RHEL 7.6",,,8.88000,24.89,0.54,0.47,103.11,188.93,51.04,23.01,124.97,188.01,11.72,497,,,,-,VALID,,11/10/19,
141,SC19,TigerShark,SUSE,"SUSE, Intel, Lenovo","SUSE Enterprise Storage - CephFS",15,120,14.910000,5.740000,38.720000,34.510000,zip,,sc19,2019-11-40,"David Byte",11/7/19,,2018-11-01,2019-10-01,,"6 (14.2.4)",8,"SUSE Linux Enterprise","15 SP1",4.12.14-197.21-default,15,1,NVME,32GB,NVMe,"100Gb Ethernet","6 (14.2.4)","15 SP1",10,119,SSD,96GB,SATA,"100Gb Ethernet","6 (14.2.4)","15 SP1",,,16.07000,9.14,1.57,4.70,32.82,127.92,20.84,12.92,41.64,68.79,6.22,251,,,,-,VALID,1,11/7/19,
146,SC19,Hadley,"Nanyang Technological University",DDN,GPFS,10,640,12.890000,7.470000,22.240000,26.030000,zip,,sc19,2019-11-38,"Rikky Purbojati",9/27/19,,2019-09-27,,GPFS,4.2.3.9,64,CentOS,7.5.1804,3.10.0-862.2.3.el7.x86_64,,,,,,,,,,,,,,,,,,,29.93000,37.23,0.82,3.39,39.58,61.87,31.98,9.18,13.83,14.40,4.65,90,,,,-,VALID,,9/27/19,
150,SC19,Vast,"Janelia Research Campus, HHMI","Vast Data","Scale-out NAS",88,2816,12.500000,8.310000,18.790000,24.110000,zip,,sc19,2019-11-22,"Janelia Scientific Computing Systems",11/11/19,,1/2019,8/2019,,2.0.6,32,Scientific-Linux,7.6,3.10.0-957.10.1.el7.x86_64,12,3,3DXPNVMeSSD,,NVMeoF,50GbE,,,6,220,NVMe-SSD,,NVMe,Ethernet,,,,,12.35000,39.04,2.26,4.39,44.70,306.30,65.34,1.32,33.21,52.11,1.72,4,,,,-,VALID,1,11/11/19,
152,SC19,TigerShark,SUSE,"SUSE, Intel, Lenovo","SUSE Enterprise Storage - CephFS",10,80,12.430000,4.640000,33.340000,29.100000,zip,,sc19,2019-11-17,"David Byte",11/7/19,,2018-11-01,2018-10-01,,"6 (14.2.4)",8,"SUSE Linux Enterprise","15 SP1",4.12.14-197.21-default,15,1,NVME,32GB,NVMe,"100Gb Ethernet","6 (14.2.4)","15 SP1",10,119,SSD,96GB,SATA,"100Gb Ethernet","6 (14.2.4)","15 SP1",,,14.62000,7.72,1.27,3.23,25.74,105.16,18.02,9.29,37.03,41.55,6.28,349,,,,-,VALID,1,11/7/19,
166,SC19,Sherlock/Oak,Stanford,"Dell, QCT, HGST",Lustre,10,240,9.310000,1.890000,45.870000,26.680000,zip,,sc19,2019-11-46,"Stanford Research Computing Center",11/8/19,,2016-11-01,2019-10-18,Oak,2.12.3,24,CentOS,7.6,3.10.0-957.27.2.el7.x86_64,2,2,SSD,3TB,SAS,Infiniband,2.10.8,7.6,8,180,NLSAS,0,SAS,Infiniband,2.10.8,7.6,,,7.15000,7.83,0.23,0.98,15.43,185.70,20.64,8.42,46.75,60.05,15.32,915,,,,-,VALID,,11/8/19,
171,SC19,Vast,"Janelia Research Campus, HHMI","Vast Data",Vast,10,480,8.450000,6.160000,11.600000,15.820000,zip,,sc19,2019-11-50,"Scientific Computing Systems",7/28/19,,1/2019,,,1.2.4,48,"Scientific Linux",7.6,3.10.0-957.10.1.el7.x86_64,16,,,,NVMeoF,50GbE,,,4,1120,"3DXP/NVMe SSD",,NVMeoF,100GbE,,,,,11.14000,15.11,2.08,4.11,30.54,161.49,31.16,0.88,9.50,7.32,1.00,35,,,,-,VALID,,7/28/19,
172,SC19,"IST Austria HPC","IST Austria",Homemade@IST,BeeGFS,4,80,8.410000,1.770000,39.980000,23.820000,zip,,sc19,2019-11-19,"Janos Kiss",11/8/19,,2019-09-02,,BeeGFS,7.1.3,20,Debian,"Debian 9 (stretch)",4.9.0-9-amd64,2,2,"NVMe Samsung PM1725A 6.4TB",128GB,NVMe,IB-EDR,"EXT4, BeeGFS 7.1.3","Debian 9 (stretch)",3,132,"HDD HGST_HUH721010ALE600 10TB 7200RPM",128GB,"PCI-e 3.0 x8 LSI9300-8e HBA 12Gbps SAS-SATA",IB-EDR,"ZFS 0.8.2, BeeGFS 7.1.3","Debian 9 (stretch)",,,5.53000,7.81,0.14,1.63,31.98,161.53,38.75,8.20,16.44,91.11,8.86,300,,,,-,VALID,1,11/8/19,
174,SC19,Vast,"Janelia Research Campus, HHMI","Vast Data","Scale-out NAS",10,820,8.010000,6.310000,10.170000,14.610000,zip,,sc19,2019-11-9,"Janelia Scientific Computing Systems",11/4/19,,1/2019,8/2019,,2.0.1,82,Scientific-Linux,7.7,3.10.0-957.10.1.el7.x86_64,12,3,3DXPNVMeSSD,,NVMeoF,Ethernet,,,6,220,NVMe-SSD,,NVMe,Ethernet,,,,,12.35000,16.27,1.74,4.55,15.63,130.99,31.14,0.68,7.61,11.36,0.82,37,,,,-,VALID,1,11/4/19,
175,SC19,Vast,"Janelia Research Campus, HHMI","Vast Data","Scale-out NAS",10,820,8.010000,6.310000,10.170000,14.610000,zip,,sc19,2019-11-31,"Janelia Scientific Computing Systems",10/27/19,,1/2019,8/2019,,2.0.1,82,Scientific-Linux,7.6,3.10.0-957.10.1.el7.x86_64,24,3,3DXPNVMeSSD,,NVMeoF,50GbE,,,68,220,NVMe-SSD,,NVMe,Ethernet,,,,,12.35000,16.27,1.74,4.55,15.63,130.99,31.14,0.68,7.61,11.36,0.82,37,,,,-,VALID,1,10/27/19,
177,SC19,Vast,"Janelia Research Campus, HHMI","Vast Data",Vast,10,480,7.770000,5.390000,11.180000,14.770000,zip,,sc19,2019-11-35,"Scientific Computing Systems",7/28/19,,1/2019,,"Qumulo Core",1.2.4,48,"Scientific Linux",7.6,3.10.0-957.10.1.el7.x86_64,16,260,SSD,128GB,NVMeoF,50GbE,,,4,1120,"3DXP/NVMe SSD",128GB,NVMeoF,100GbE,,,,,10.56000,14.66,2.06,2.65,32.81,148.15,32.23,0.86,6.95,8.87,0.87,34,,,,-,VALID,,7/28/19,
178,SC19,Palmetto,"Clemson University",Dell,BeeGFS,48,48,7.640000,2.930000,19.880000,17.700000,zip,,sc18,2018-11-22,"Clemson ACI",11/22/18,,09/2012,07/2018,scratch1b,7.1,1,"Oracle Linux",7.4,4.1.12-103.9.4.el7uek.x86_64,16,2,SSD,128GB,SATA,"Ethernet 10Gbps",7.1,7.4,16,10,HDD,128GB,SATA,"Ethernet 10Gbps",7.1,7.4,,,4.43000,3.07,3.91,1.40,55.01,87.09,60.61,2.89,11.88,38.78,5.38,12,,Â§,Â§,-,VALID,,10/22/18,
179,SC19,Bytecollider,CERN,,CephFS,64,64,7.560000,2.830000,20.160000,17.650000,zip,,sc18,2018-11-30,"Pablo Llopis Sanmillan, Dan Van Der Ster",11/1/19,,10/2017,,Jim,12.2.9,1,CentOS,7.5,,72,3,SSD,128GB,"Ethernet 10Gbps","Ethernet 10Gbps, InfiniBand",12.2.9,7.5,72,3,SSD,128GB,SATA,"Ethernet 10Gbps",12.2.8,7.5,,,4.73000,7.36,0.82,2.25,4.34,17.30,2.43,4.12,7153.97,14.63,3.40,102,,Â§,Â§,-,VALID,,11/1/19,
180,SC19,ofsdev,"Clemson University",Dell,Lustre,10,40,7.360000,1.900000,28.590000,19.500000,zip,,sc18,2018-11-43,"Clemson ACI",11/1/19,,04/2012,11/2018,lofstest,2.10.5,4,"Oracle Linux",7.5,3.10.0-862.14.4.el7.x86_64,16,2,SSD,16GB,SATA,"InfiniBand FDR",2.10.5,7.5,16,12,HDD,16GB,SAS,"InfiniBand FDR",2.10.5,7.5,,,9.84000,5.23,0.14,1.81,18.20,55.97,20.15,15.69,19.43,23.87,8.14,368,,Â§,Â§,-,VALID,,11/1/19,
184,SC19,Sherlock/Regal,Stanford,Dell,Lustre,10,160,7.050000,1.640000,30.280000,19.300000,zip,,sc19,2019-11-29,"Stanford Research Computing Center",11/8/19,,2013-05-28,2016-08-05,Sherlock/Regal,2.8.0,16,CentOS,7.6,3.10.0-957.27.2.el7.x86_64,1,1,HDD,128GB,SAS,Infiniband,2.8.0,6.7,18,108,NL-SAS7.2K,128GB,SAS,Infiniband,2.8.0,6.7,,,3.66000,6.68,0.42,0.71,13.11,129.69,12.34,11.73,19.32,41.74,7.74,460,,,,-,VALID,1,11/8/19,
187,SC19,"IST Austria HPC","IST Austria",Homemade@IST,BeeGFS,10,100,6.630000,1.390000,31.620000,18.800000,zip,,sc19,2019-11-13,"Janos Kiss",11/8/19,,2019-09-02,,BeeGFS,7.1.3,10,Debian,"Debian 9 (stretch)",4.9.0-9-amd64,2,2,"NVMe Samsung PM1725A 6.4TB",128GB,NVMe,IB-EDR,"EXT4, BeeGFS 7.1.3","Debian 9 (stretch)",3,132,"HDD HGST_HUH721010ALE600 10TB 7200RPM",128GB,"PCI-e 3.0 x8 LSI9300-8e HBA 12Gbps SAS-SATA",IB-EDR,"ZFS 0.8.2, BeeGFS 7.1.3","Debian 9 (stretch)",,,5.65000,8.39,0.23,0.34,31.21,131.81,39.34,8.17,18.72,37.08,9.75,112,,,,-,VALID,1,11/8/19,
188,SC19,dm11,"Janelia Research Campus, HHMI",,"Scale-out NAS",10,760,6.420000,2.610000,15.820000,14.610000,zip,,sc19,2019-11-43,"Janelia Scientific Computing Systems",11/10/19,,3/2018,,,8.1.2,76,Scientific-Linux,7.6,3.10.0-957.10.1.el7.x86_64,12,15,SAS-SSD,,SAS,40gigE,8.1.2,,56,15,HDD,,SATA,Ethernet,,,,,16.13000,13.39,0.04,5.95,102.15,290.65,12.64,0.99,18.05,13.61,0.35,123,,,,-,VALID,1,11/10/19,
206,SC19,nrs,"Janelia Research Campus, HHMI",Qumulo,"Scale-out NAS",10,760,4.190000,2.880000,6.110000,8.010000,zip,,sc19,2019-11-36,"Janelia Scientific Computing Systems",11/10/19,,9/2016,,"Qumulo FS",2.14.0.1,76,Scientific-Linux,7.6,3.10.0-957.10.1.el7.x86_64,,13,SSD,,SATA,,,,20,26,HDD,,SATA,Ethernet,,,,,5.44000,13.37,0.17,5.71,9.03,171.20,10.77,0.21,9.81,9.07,0.18,35,,,,-,VALID,1,11/10/19,
208,SC19,nearline4,"Janelia Research Campus, HHMI",Qumulo,"Scale-out NAS",10,760,3.670000,2.450000,5.490000,7.070000,zip,,sc19,2019-11-24,"Janelia Scientific Computing Systems",11/10/19,,11/2018,,"Qumulo FS",2.14.0.1,76,Scientific-Linux,7.6,3.10.0-957.10.1.el7.x86_64,,3,SSD,,SATA,,,,40,12,HDD,,SATA,Ethernet,,,,,6.71000,8.32,0.13,4.99,8.17,147.78,5.64,0.18,11.88,10.28,0.18,31,,,,-,VALID,1,11/10/19,
221,ISC19,"Data Accelerator","University of Cambridge","Dell EMC",Lustre,512,8192,620.690000,162.050000,2377.440000,1635.850000,zip,,-,2019-06-19,"University of Cambridge",6/9/19,,05/18,,,2.12.2,16,"Scientific Linux",7.6,3.10.0-957.10.1.el7.x86_64,24,1,"NVMe SSD",192GiB,NVMe,OmniPath,"Lustre 2.12.2","RHEL 7.6",24,12,"NVMe SSD",192GiB,NVMe,OmniPath,"Lustre 2.12.2","RHEL 7.6",,,328.88000,509.26,50.66,81.27,1784.64,183233.00,1122.06,558.62,858.45,5763.56,584.78,1721,,-,-,-,VALID,1,6/9/19,10/31/19
340,ISC19,Summit,"Oak Ridge National Laboratory",IBM,"Spectrum Scale",504,1008,330.560000,88.200000,1238.930000,864.910000,zip,,-,2018-11-21,"George Markomanolis",1/1/19,,06/2018,,Alpine,5.x,2,RHEL,7.5,,154,211,NLSAS,4GB,"12Gbit SAS","EDR InfiniBand","Spectrum Scale 5.x","RHEL 7.5",154,211,NLSAS,4GB,"12Gbit SAS","EDR InfiniBand","Spectrum Scale 5.x","RHEL 7.5",,true,2158.70000,1788.32,0.57,27.40,3071.26,28769.40,2699.00,4.68,15354.70,560.89,26.50,,,-,-,-,VALID,1,1/1/19,10/31/19
223,ISC19,Oakforest-PACS,JCAHPC,DDN,IME,2048,2048,275.650000,492.060000,154.410000,382.750000,zip,,-,2019-06-24,"Osamu Tatebe",6/10/19,,12/2016,12/2016,,1.2.1,1,,,,1,12,SSD,,FC,OPA,,,25,48,SSD,,NVMe,OmniPath,,,,,858.52000,466.03,495.63,295.65,57.13,262.93,85.47,18.98,268.45,643.11,51.38,1495,,-,-,-,VALID,1,6/10/19,10/31/19
322,ISC19,"Data Accelerator","University of Cambridge","Dell EMC",Lustre,528,4224,158.710000,71.400000,352.750000,348.880000,zip,,-,2018-11-3,"University of Cambridge Research Computing Srevices",1/1/19,,07/2018,,"Data Accelerator",2.11,8,RHEL,7,3.10.0-862,20,1,NVMe,192,NVMe,OmniPath,2.11,"RHEL 7",24,36,NVMe,192,NVMe,OmniPath,2.11,"RHEL 7",,true,208.25000,358.56,7.44,46.78,53.45,247.40,50.86,366.95,1618.13,2112.23,389.67,,,-,-,-,VALID,1,1/1/19,10/31/19
385,ISC19,"Data Accelerator","University of Cambridge","Dell EMC",Lustre,528,4224,158.710000,71.400000,352.750000,348.880000,zip,,-,2018-11-3,"University of Cambridge Research Computing Srevices",1/1/19,,07/2018,,"Data Accelerator",2.11,8,RHEL,7,3.10.0-862,20,1,NVMe,192,NVMe,OmniPath,2.11,"RHEL 7",24,36,NVMe,192,NVMe,OmniPath,2.11,"RHEL 7",,true,208.25000,358.56,7.44,46.78,53.45,247.40,50.86,366.95,1618.13,2112.23,389.67,,,-,-,-,VALID,1,1/1/19,10/31/19
334,ISC19,NURION,"Korea Institute of Science and Technology Information (KISTI)",DDN,IME,2048,4096,156.910000,554.230000,44.430000,173.560000,zip,,-,2018-11-15,KISTI,1/1/19,,09/2018,,"Burst Buffer",1.2,2,CentOS,7.3.1611,3.10.0-514.26.2.el7.x86_64,,,,,,,,,48,16,NVMe,128GB,NVMe,OmniPath,1.2,7.3,,true,797.23000,751.38,716.12,219.95,22.78,325.45,37.89,2.57,233.13,417.05,0.50,,,-,-,-,VALID,1,1/1/19,10/31/19
397,ISC19,NURION,"Korea Institute of Science and Technology Information (KISTI)",DDN,IME,2048,4096,156.910000,554.230000,44.430000,173.560000,zip,,-,2018-11-15,KISTI,1/1/19,,09/2018,,"Burst Buffer",1.2,2,CentOS,7.3.1611,3.10.0-514.26.2.el7.x86_64,,,,,,,,,48,16,NVMe,128GB,NVMe,OmniPath,1.2,7.3,,true,797.23000,751.38,716.12,219.95,22.78,325.45,37.89,2.57,233.13,417.05,0.50,,,-,-,-,VALID,1,1/1/19,10/31/19
371,ISC19,Oakforest-PACS,JCAHPC,DDN,IME,2048,16384,137.780000,560.100000,33.890000,145.420000,zip,,-,2018_5,,1/1/19,,,,,,8,,,,,,,,,,,,,,,,,,,,"IME 1.2",true,744.76000,664.47,692.74,287.09,37.02,202.01,22.18,1.96,266.71,67.24,0.76,,,-,-,-,VALID,1,1/1/19,10/31/19
434,ISC19,Oakforest-PACS,JCAHPC,DDN,IME,2048,16384,137.780000,560.100000,33.890000,145.420000,zip,,-,2018_5,,1/1/19,,,,,,8,,,,,,,,,,,,,,,,,,,,"IME 1.2",true,744.76000,664.47,692.74,287.09,37.02,202.01,22.18,1.96,266.71,67.24,0.76,,,-,-,-,VALID,1,1/1/19,10/31/19
227,ISC19,IME140,DDN,DDN,IME,17,272,112.670000,90.340000,140.520000,204.290000,zip,,-,2019-06-31,"sven oehme",5/30/19,06/2019,05/2019,,IME,1.3,16,RHEL,7.5,3.10.0-862.el7.x86_64,2,12,NVMe,192,NVMe,InfiniBand,1.3,"RHEL 7.4",8,8,NVMe,96g,NVMe,InfiniBand,1.3,7.5,,,119.87000,93.68,121.17,48.94,94.59,1112.06,94.49,12.69,646.46,1076.74,17.88,97,,-,-,-,VALID,1,5/30/19,10/31/19
228,ISC19,"DDN IME140","DDN Colorado",DDN,IME,10,160,109.420000,75.790000,157.960000,208.300000,zip,,-,2019-06-4,"Shuichi Ihara",6/9/19,,05/19,,IME,1.3,16,CentOS,7.5,3.10.0-862.el7.x86_64,4,12,NVMe,64g,NVMe,InfiniBand,Exascaler,"CentOS 7.6",8,8,NVMe,96G,NVMe,InfiniBand,"IME 1.3","CentOS 7.4",,,83.70000,104.46,83.25,45.34,211.84,677.97,146.12,30.98,426.96,832.74,17.09,98,,-,-,-,VALID,1,6/9/19,10/31/19
229,ISC19,AI400,DDN,DDN,Lustre,10,160,104.340000,19.650000,553.980000,306.620000,zip,,-,2019-06-27,"Shuichi Ihara",6/9/19,,05/19,,ExaScaler,2.12.53,16,CentOS,7.5,3.10.0-862.el7.x86_64,4,0,SSD,64,NVMe,InfiniBand,2.12.53,CentOS7.6,4,12,SSD,64,NVMe,InfiniBand,2.12.53,"CentOS 7.6",,,60.08000,74.14,4.58,7.31,253.93,2765.04,160.12,40.22,4247.80,3062.62,45.00,3351,,-,-,-,VALID,1,6/9/19,10/31/19
381,ISC19,Oakforest-PACS,JCAHPC,DDN,IME,2048,16384,101.480000,471.250000,21.850000,102.460000,zip,,-,2018_15,,1/1/19,,,,,,8,,,,,,,,,,,,,,,,,,,,"IME 1.0.1; stonewalled find",,742.38000,427.41,600.28,258.93,28.29,54.20,35.88,1.51,57.38,61.50,0.95,,,-,-,-,VALID,1,1/1/19,10/31/19
444,ISC19,Oakforest-PACS,JCAHPC,DDN,IME,2048,16384,101.480000,471.250000,21.850000,102.460000,zip,,-,2018_15,,1/1/19,,,,,,8,,,,,,,,,,,,,,,,,,,,"IME 1.0.1; stonewalled find",,742.38000,427.41,600.28,258.93,28.29,54.20,35.88,1.51,57.38,61.50,0.95,,,-,-,-,VALID,1,1/1/19,10/31/19
231,ISC19,"Data Accelerator","University of Cambridge","Dell EMC",Lustre,10,320,98.310000,26.940000,358.850000,254.980000,zip,,-,2019-06-12,"University of Cambridge",6/9/19,,05/18,,,2.12.2,32,"Scientific Linux",7.6,3.10.0-957.10.1.el7.x86_64,24,1,"NVMe SSD",192GiB,NVMe,OmniPath,"Lustre 2.12.2","RHEL 7.6",24,12,"NVMe SSD",192GiB,NVMe,OmniPath,"Lustre 2.12.2","RHEL 7.6",,,153.12000,123.64,3.52,7.90,508.30,3071.10,389.47,25.94,332.83,629.26,34.11,2441,,-,-,-,VALID,1,6/9/19,10/31/19
232,ISC19,IME140,DDN,DDN,IME,10,160,95.100000,76.890000,117.620000,171.950000,zip,,-,2019-06-6,"sven oehme",5/30/19,06/2019,05/2019,,IME,1.3,16,RHEL,"RHEL 7.5",3.10.0-862.el7.x86_64,2,12,NVMe,192g,NVMe,IB,1.3,"RHEL 7.4",8,8,NVMe,96G,NVMe,IB,1.3,"RHEL 7.4",,,90.19000,88.91,90.17,48.33,81.18,779.60,92.83,13.29,404.06,788.49,16.71,88,,-,-,-,VALID,1,5/30/19,10/31/19
233,ISC19,bracewell,CSIRO,Dell/ThinkParQ,BeeGFS,26,260,88.260000,67.440000,115.500000,162.610000,zip,,-,2019-06-17,"CSIRO IM&T",5/17/19,06/2019,10/18,,"unamed at this point",7.1.3,10,SUSE,"SLES 12 SP3",4.4,2,24,NVMe,384GB,NVMe,"InfiniBand EDR",7.1.3,"SLES 12 SP3",16,24,NVMe,192GB,NVMe,"InfiniBand EDR",7.1.3,"SLES 12 SP3",,,267.92000,201.16,4.73,81.24,150.88,869.98,239.76,9.64,32.27,139.25,14.34,1619,,-,-,-,VALID,1,5/17/19,10/31/19
368,ISC19,ShaheenII,KAUST,Cray,DataWarp,1024,8192,77.370000,496.810000,12.050000,70.110000,zip,,-,2018_2,,1/1/19,,,,,,8,,,,,,,,,,,,,,,,,,,,,true,982.36000,1130.59,139.59,392.93,14.25,18.83,16.96,3.44,17.94,17.65,16.17,,,-,-,-,VALID,1,1/1/19,10/31/19
431,ISC19,ShaheenII,KAUST,Cray,DataWarp,1024,8192,77.370000,496.810000,12.050000,70.110000,zip,,-,2018_2,,1/1/19,,,,,,8,,,,,,,,,,,,,,,,,,,,,true,982.36000,1130.59,139.59,392.93,14.25,18.83,16.96,3.44,17.94,17.65,16.17,,,-,-,-,VALID,1,1/1/19,10/31/19
360,ISC19,"Data Accelerator","University of Cambridge","Dell EMC",BeeGFS,184,5888,74.580000,58.810000,94.570000,135.970000,zip,,-,2018-11-41,"University of Cambridge Research Computing Services",1/1/19,,07/2018,,DAC,7.1,32,RHEL,7,3.10.0-862,8,1,NVMe,192,NVMe,OmniPath,7.1,"RHEL 7",24,36,NVMe,192,NVMe,OmniPath,7.1,"RHEL 7",,true,152.41000,402.64,7.00,27.86,221.53,823.40,221.39,10.47,24.24,80.20,12.51,,,-,-,-,VALID,1,1/1/19,10/31/19
423,ISC19,"Data Accelerator","University of Cambridge","Dell EMC",BeeGFS,184,5888,74.580000,58.810000,94.570000,135.970000,zip,,-,2018-11-41,"University of Cambridge Research Computing Services",1/1/19,,07/2018,,DAC,7.1,32,RHEL,7,3.10.0-862,8,1,NVMe,192,NVMe,OmniPath,7.1,"RHEL 7",24,36,NVMe,192,NVMe,OmniPath,7.1,"RHEL 7",,true,152.41000,402.64,7.00,27.86,221.53,823.40,221.39,10.47,24.24,80.20,12.51,,,-,-,-,VALID,1,1/1/19,10/31/19
237,ISC19,AI400,"DDN Japan",DDN,Lustre,10,160,74.100000,12.220000,449.280000,227.600000,zip,,-,2019-06-26,"Shuichi Ihara",6/10/19,,04/2019,04/2019,cache,2.12.53,16,CentOS,7.5,3.10.0-862.el7.x86_64,2,0,SSD,64GB,NVMe,InfiniBand,2.12.53,7.5,2,12,SSD,64GB,NVMe,InfiniBand,2.12.53,7.5,,,32.67000,41.80,2.91,5.61,149.97,3334.24,85.79,36.18,4135.26,3557.74,42.09,1727,,-,-,-,VALID,1,6/10/19,10/31/19
374,ISC19,ShaheenII,KAUST,Cray,DataWarp,300,2400,70.900000,151.530000,33.170000,0.000000,,,-,2018_8,,1/1/19,,,,,,8,,,,,,,,,,,,,,,,,,,,,,969.45000,894.76,15.55,39.09,50.71,49.38,48.89,11.40,0.00,38.73,18.92,,,-,-,-,VALID,1,1/1/19,10/31/19
437,ISC19,ShaheenII,KAUST,Cray,DataWarp,300,2400,70.900000,151.530000,33.170000,0.000000,,,-,2018_8,,1/1/19,,,,,,8,,,,,,,,,,,,,,,,,,,,,,969.45000,894.76,15.55,39.09,50.71,49.38,48.89,11.40,0.00,38.73,18.92,,,-,-,-,VALID,1,1/1/19,10/31/19
